id,box_orig,box_n,doc,# language,,,doc_filename,fecha_orig,"description_excel_divided
",_material,year,keywords,_height,_width,_time,_description,xidold,nombre_nuevo,rvtipo_esp,,content category,filename_orig_,description_filename_orig,th_filename,,tkb_subido,tkb_textto_regiones,tkb_etiquetas_tags,,kg_en_proceso,kg_relaciones,kg_entidades
50,box_55,55,6,,,,,no date,,photographsoftheteam,box_55,photo,,,,photographs of the team,sbc_b_55_photographsoftheteam_p_12_high.jpg,sbc_b_55_photographsoftheteam_p_12_high.jpg,foto,ph,,staffordbeercollectionphotographsoftheteam_p_12.tiff,photographsoftheteam,sbc_b_55_photographsoftheteam_p_12_th.png,,r,,,,,,
51,box_55,55,7,,,p1,,4/28/1972,,photographsoftheteamcorrespondencefromstartofprojectletterfrompresalle,box_55,official letter,,,,photographs of the team correspondence from start of project letter from pres allende,sbc_b_55_photographsoftheteamcorrespondencefromstartofprojectletterfrompresallende01_high.jpg,sbc_b_55_photographsoftheteamcorrespondencefromstartofprojectletterfrompresallende01_high.jpg,carta_oficial,tw,,staffordbeercollectionphotographsoftheteamcorrespondencefromstartofprojectletterfrompresallende01.tiff,photographsoftheteamcorrespondencefromstartofprojectletterfrompresalle,sbc_b_55_photographsoftheteamcorrespondencefromstartofprojectletterfrompresallende01_th.png,,v,,,,,,
52,box_55,55,7,,,,,4/28/1972,,photographsoftheteamcorrespondencefromstartofprojectletterfrompresalle,box_55,official letter,,,,photographs of the team correspondence from start of project letter from pres allende,sbc_b_55_photographsoftheteamcorrespondencefromstartofprojectletterfrompresallende02_high.jpg,sbc_b_55_photographsoftheteamcorrespondencefromstartofprojectletterfrompresallende02_high.jpg,carta_oficial,tw,,staffordbeercollectionphotographsoftheteamcorrespondencefromstartofprojectletterfrompresallende02.tiff,photographsoftheteamcorrespondencefromstartofprojectletterfrompresalle,sbc_b_55_photographsoftheteamcorrespondencefromstartofprojectletterfrompresallende02_th.png,,v,,,,,,
53,box_55,55,8,,,p1,,2/15/1973,,photographsoftheteamfernandof,box_55,photo,,,,photographs of the team fernando flores,sbc_b_55_photographsoftheteamfernandoflores_high.jpg,sbc_b_55_photographsoftheteamfernandoflores_high.jpg,foto,ph,"foros describir independientemente. 
",staffordbeercollectionphotographsoftheteamfernandoflores.tiff,photographsoftheteamfernandof,sbc_b_55_photographsoftheteamfernandoflores_th.png,,r,,,,,,
54,box_55,55,8,,,,,11/17/1971,,photographsoftheteamginihermannfer,box_55,photo,,,,photographs of the team gini hermann fernando,sbc_b_55_photographsoftheteamginihermannfernando_high.jpg,sbc_b_55_photographsoftheteamginihermannfernando_high.jpg,foto,ph,,staffordbeercollectionphotographsoftheteamginihermannfernando.tiff,photographsoftheteamginihermannfer,sbc_b_55_photographsoftheteamginihermannfernando_th.png,,r,,,,,,
55,box_55,55,8,,,,,2/15/1973,,photographsoftheteamstaffor,box_55,photo,,,,photographs of the team stafford beer,sbc_b_55_photographsoftheteamstaffordbeer_high.jpg,sbc_b_55_photographsoftheteamstaffordbeer_high.jpg,foto,ph,,staffordbeercollectionphotographsoftheteamstaffordbeer.tiff,photographsoftheteamstaffor,sbc_b_55_photographsoftheteamstaffordbeer_th.png,,r,,,,,,
56,box_55,55,8,,,,,3/1/1972,,photographsoftheteamstaffordbeerandhermanschw,box_55,photo,,,,photographs of the team stafford beer and herman schwember,sbc_b_55_photographsoftheteamstaffordbeerandhermanschwember_high.jpg,sbc_b_55_photographsoftheteamstaffordbeerandhermanschwember_high.jpg,foto,ph,,staffordbeercollectionphotographsoftheteamstaffordbeerandhermanschwember.tiff,photographsoftheteamstaffordbeerandhermanschw,sbc_b_55_photographsoftheteamstaffordbeerandhermanschwember_th.png,,r,,,,,,
57,box_55,55,8,,,,,no date,,photographsoftheteamstaffordbeer,box_55,photo,,,,photographs of the team stafford beer faces,sbc_b_55_photographsoftheteamstaffordbeerfaces_high.jpg,sbc_b_55_photographsoftheteamstaffordbeerfaces_high.jpg,foto,ph,,staffordbeercollectionphotographsoftheteamstaffordbeerfaces.tiff,photographsoftheteamstaffordbeer,sbc_b_55_photographsoftheteamstaffordbeerfaces_th.png,,r,,,,,,
58,box_56,56,9,,,p1,,no date,,cybersynthenewversion,box_56,official_document,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_00_high.jpg,sbc_b_56_cybersynthenewversion_p_00_high.jpg,doc_oficial,,,staffordbeercollectioncybersynthenewversion_p_00.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_00_th.png,,v,,,,,,
59,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,official_document,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_01_high.jpg,sbc_b_56_cybersynthenewversion_p_01_high.jpg,doc_oficial,,,staffordbeercollectioncybersynthenewversion_p_01.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_01_th.png,,v,,,,,,
60,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,official_document,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_02_high.jpg,sbc_b_56_cybersynthenewversion_p_02_high.jpg,doc_oficial,,,staffordbeercollectioncybersynthenewversion_p_02.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_02_th.png,,v,,,,,,
61,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,official_document,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_03_high.jpg,sbc_b_56_cybersynthenewversion_p_03_high.jpg,doc_oficial,,,staffordbeercollectioncybersynthenewversion_p_03.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_03_th.png,,v,,,,,,
62,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,official_document,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_04_high.jpg,sbc_b_56_cybersynthenewversion_p_04_high.jpg,doc_oficial,,,staffordbeercollectioncybersynthenewversion_p_04.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_04_th.png,,v,,,,,,
63,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,official_document,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_05_high.jpg,sbc_b_56_cybersynthenewversion_p_05_high.jpg,doc_oficial,,,staffordbeercollectioncybersynthenewversion_p_05.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_05_th.png,,v,,,,,,
64,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,hand-drawn_diagram,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_06_high.jpg,sbc_b_56_cybersynthenewversion_p_06_high.jpg,diagrama_manuscrito,hd,,staffordbeercollectioncybersynthenewversion_p_06.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_06_th.png,,v,,,,,,
65,box_56,56,9,,,,,no date,,cybersynthenewversion,box_56,hand-drawn_diagram,,,,cybersyn the new version,sbc_b_56_cybersynthenewversion_p_07_high.jpg,sbc_b_56_cybersynthenewversion_p_07_high.jpg,diagrama_manuscrito,hd,corregir posiciones cajitas,staffordbeercollectioncybersynthenewversion_p_07.tiff,cybersynthenewversion,sbc_b_56_cybersynthenewversion_p_07_th.png,,r,,,,,,
66,box_57,57,10,,,p1,,22/11/1971,,cyberstridediagrams,box_57,hand-drawn_diagram,,,,cyber strider diagrams,sbc_b_57_cyberstridediagrams_p_00_high.jpg,sbc_b_57_cyberstridediagrams_p_00_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstridediagrams_p_00.tiff,cyberstridediagrams,sbc_b_57_cyberstridediagrams_p_00_th.png,,v,,,,,,
67,box_57,57,10,,,,,22/11/1971,,cyberstridediagrams,box_57,hand-drawn_diagram,,,,cyber strider diagrams,sbc_b_57_cyberstridediagrams_p_01_high.jpg,sbc_b_57_cyberstridediagrams_p_01_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstridediagrams_p_01.tiff,cyberstridediagrams,sbc_b_57_cyberstridediagrams_p_01_th.png,,v,,,,,,
68,box_57,57,10,,,,,22/11/1971,,cyberstridediagrams,box_57,hand-drawn_diagram,,,,cyber strider diagrams,sbc_b_57_cyberstridediagrams_p_02_high.jpg,sbc_b_57_cyberstridediagrams_p_02_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstridediagrams_p_02.tiff,cyberstridediagrams,sbc_b_57_cyberstridediagrams_p_02_th.png,,v,,,,,,
69,box_57,57,11,,,p1,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_00_high.jpg,sbc_b_57_cyberstridepreparations_p_00_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_00.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_00_th.png,,v,,,,,,
70,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_01_high.jpg,sbc_b_57_cyberstridepreparations_p_01_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_01.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_01_th.png,,v,,,,,,
71,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_02_high.jpg,sbc_b_57_cyberstridepreparations_p_02_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_02.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_02_th.png,,v,,,,,,
72,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_03_high.jpg,sbc_b_57_cyberstridepreparations_p_03_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_03.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_03_th.png,,v,,,,,,
73,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_04_high.jpg,sbc_b_57_cyberstridepreparations_p_04_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_04.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_04_th.png,,v,,,,,,
74,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_05_high.jpg,sbc_b_57_cyberstridepreparations_p_05_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_05.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_05_th.png,,v,,,,,,
75,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_06_high.jpg,sbc_b_57_cyberstridepreparations_p_06_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_06.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_06_th.png,,v,,,,,,
76,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_07_high.jpg,sbc_b_57_cyberstridepreparations_p_07_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_07.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_07_th.png,,v,,,,,,
77,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_08_high.jpg,sbc_b_57_cyberstridepreparations_p_08_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_08.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_08_th.png,,v,,,,,,
78,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_09_high.jpg,sbc_b_57_cyberstridepreparations_p_09_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_09.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_09_th.png,,v,,,,,,
79,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_10_high.jpg,sbc_b_57_cyberstridepreparations_p_10_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_10.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_10_th.png,,v,,,,,,
80,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_11_high.jpg,sbc_b_57_cyberstridepreparations_p_11_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_11.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_11_th.png,,v,,,,,,
81,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_12_high.jpg,sbc_b_57_cyberstridepreparations_p_12_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_12.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_12_th.png,,v,,,,,,
82,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_13_high.jpg,sbc_b_57_cyberstridepreparations_p_13_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_13.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_13_th.png,,v,,,,,,
83,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_14_high.jpg,sbc_b_57_cyberstridepreparations_p_14_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_14.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_14_th.png,,v,,,,,,
84,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_15_high.jpg,sbc_b_57_cyberstridepreparations_p_15_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_15.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_15_th.png,,v,,,,,,
85,box_57,57,11,,,,,01/72,,cyberstridepreparations,box_57,official_document,,,,cyber stride preparations,sbc_b_57_cyberstridepreparations_p_16_high.jpg,sbc_b_57_cyberstridepreparations_p_16_high.jpg,doc_oficial,,,staffordbeercollectioncyberstridepreparations_p_16.tiff,cyberstridepreparations,sbc_b_57_cyberstridepreparations_p_16_th.png,,v,,,,,,
86,box_57,57,12,,,p1,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,manuscript,,,,cyber stride program suite first read out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_00_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_00_high.jpg,manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_00.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_00_th.png,,v,,,,,,
87,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,official_document,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_01_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_01_high.jpg,doc_oficial,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_01.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_01_th.png,,v,,,,,,
88,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15 th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_02_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_02_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_02.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_02_th.png,,v,,,,,,
89,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_03_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_03_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_03.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_03_th.png,,v,,,,,,
90,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_04_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_04_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_04.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_04_th.png,,v,,,,,,
91,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_05_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_05_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_05.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_05_th.png,,v,,,,,,
92,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_06_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_06_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_06.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_06_th.png,,v,,,,,,
93,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_07_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_07_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_07.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_07_th.png,,v,,,,,,
94,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_08_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_08_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_08.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_08_th.png,,v,,,,,,
95,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_09_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_09_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_09.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_09_th.png,,v,,,,,,
96,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_10_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_10_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_10.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_10_th.png,,v,,,,,,
97,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_11_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_11_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_11.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_11_th.png,,v,,,,,,
98,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_12_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_12_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_12.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_12_th.png,,v,,,,,,
99,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_13_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_13_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_13.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_13_th.png,,v,,,,,,
100,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_14_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_14_high.jpg,diagrama_manuscritO,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_14.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_14_th.png,,v,,,,,,
101,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyberstride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_15_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_15_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_15.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_15_th.png,,v,,,,,,
102,box_57,57,12,,,,,15/03/1972,,cyberstrideprogramsuitefirstread-outwednesday15thmarch,box_57,hand-drawn_diagram,,,,cyber stride program suite first read-out wednesday 15th march,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_16_high.jpg,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_16_high.jpg,diagrama_manuscrito,,,staffordbeercollectioncyberstrideprogramsuitefirstread-outwednesday15thmarch_p_16.tiff,cyberstrideprogramsuitefirstread-outwednesday15thmarch,sbc_b_57_cyberstrideprogramsuitefirstread-outwednesday15thmarch_p_16_th.png,,v,,,,,,
103,box_57,57,13,,,p1,,11/8/1972,,lettertohermannschwember,box_57,official_document,,,,letter to hermann schwember,sbc_b_57_lettertohermannschwember_p_00_high.jpg,sbc_b_57_lettertohermannschwember_p_00_high.jpg,doc_oficial,,,staffordbeercollectionlettertohermannschwember_p_00.tiff,lettertohermannschwember,sbc_b_57_lettertohermannschwember_p_00_th.png,,v,,,,,,
104,box_57,57,14,,,p1,,Apr 1973,,operationdiagrams,box_57,hand-drawn_diagram,,,,operation diagrams,sbc_b_57_operationdiagrams_p_00_high.jpg,sbc_b_57_operationdiagrams_p_00_high.jpg,diagrama_manuscrito,,,staffordbeercollectionoperationdiagrams_p_00.tiff,operationdiagrams,sbc_b_57_operationdiagrams_p_00_th.png,,v,,,,,,
105,box_57,57,14,,,,,Apr 1973,,operationdiagrams,box_57,hand-drawn_diagram,,,,operation diagrams,sbc_b_57_operationdiagrams_p_01_high.jpg,sbc_b_57_operationdiagrams_p_01_high.jpg,diagrama_manuscrito,,,staffordbeercollectionoperationdiagrams_p_01.tiff,operationdiagrams,sbc_b_57_operationdiagrams_p_01_th.png,,v,,,,,,
106,box_57,57,14,,,,,Apr 1973,,operationdiagrams,box_57,hand-drawn_diagram,,,,operation diagrams,sbc_b_57_operationdiagrams_p_02_high.jpg,sbc_b_57_operationdiagrams_p_02_high.jpg,diagrama_manuscrito,,,staffordbeercollectionoperationdiagrams_p_02.tiff,operationdiagrams,sbc_b_57_operationdiagrams_p_02_th.png,,v,,,,,,
107,box_57,57,14,,,,,Apr 1973,,operationdiagrams,box_57,hand-drawn_diagram,,,,operation diagrams,sbc_b_57_operationdiagrams_p_03_high.jpg,sbc_b_57_operationdiagrams_p_03_high.jpg,diagrama_manuscrito,,,staffordbeercollectionoperationdiagrams_p_03.tiff,operationdiagrams,sbc_b_57_operationdiagrams_p_03_th.png,,v,,,,,,
